SOL-2-C019-LATERAL_IZQ|COMPLETADA|3|3|250
SOL-2-C019-LATERAL_DER|PENDIENTE|3|0|250
SOL-2-C019-CENTRAL_SUP|PENDIENTE|3|0|250
